Alabama,Total for selected values,"1,000,184","955,684","921,007","891,594","856,972","783,954","823,420","830,538","915,653","881,351","816,280","768,350","717,625","676,183","682,671","680,023","672,021","621,171","561,844","548,333","545,491","587,234","541,861","481,947","468,425","446,131","417,655","393,550","393,171","397,550","363,089","322,959","280,888","250,052","198,664","170,808","143,198","144,058","146,547","143,199","144,217","127,746","126,587","120,257","127,034","113,723","107,747"
Louisiana,160038,"1,832","1,474","1,272","1,537",-,764,"1,004","1,102","1,212","1,523",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,160612,"1,755","1,851","2,044","2,009","2,548","1,450","2,031","2,121","1,989","2,665",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,160621,"3,999","3,787","3,745","4,080","4,548","4,641","4,835","6,773","6,950","7,143",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,160630,-,-,-,-,-,-,-,-,720,418,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,160658,"128,362","113,242","93,523","75,612","73,767","65,181","60,820","65,275","71,320","72,221",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,160755,"175,319","175,515","167,667","156,170","145,682","152,223","157,647","164,373","174,996","172,211",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,160904,"9,038","10,700","11,509","11,407","9,150","9,014","8,637","10,606","10,038","8,354",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,435000,"23,380","22,213","20,899","22,045","22,969","24,117","27,778","29,365","31,616","32,064",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Louisiana,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"748,193","738,667","683,121","642,691","694,416","686,104","639,112","588,247","547,041","524,529","493,497","470,240","465,894","439,778","459,003","398,529","382,993","374,274","369,092","336,142","302,914","287,266","265,275","249,075","238,223","204,225","195,045","198,385","197,934","175,508","163,409","159,858","135,374","136,715","131,389","130,559","140,205"
Louisiana,No match or exact match for IPEDS UnitID,"4,850","4,809","4,632","4,440","4,543","5,407","5,435","8,122","6,261",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,Total for selected values,"134,649","116,680","113,703","94,729","98,390","120,262","102,769","120,072","142,668","143,081","165,100","160,962","154,389","135,616","111,884","118,513","102,925","92,611","88,945","73,969","58,186","46,843","46,889","50,633","46,630","43,731","37,761","34,953","41,644","37,609","33,118","29,977","30,414","35,470","38,638","33,279","39,141","39,121","38,628","35,252","32,481","30,787","29,709","30,587","29,345","26,046","26,684"
Maine,160977,"1,901","1,485","1,717","1,681","2,663","1,528","2,471","2,070","1,933","1,654",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161004,"2,663","2,473","2,168","3,025","2,854","3,015","4,218","4,732","2,932","2,733",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161086,"1,649","2,034","1,919","1,796","1,668","1,614","1,791","1,996","1,806","1,854",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161253,"115,655","96,880","92,176","74,784","75,867","97,653","76,245","92,135","113,740","115,785",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161299,319,992,"1,633","1,795","1,415",-,-,-,348,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161457,"6,540","6,084","7,470","7,142","7,155","7,378","6,523","5,224","4,093","3,704",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161518,-,-,-,-,-,-,-,-,324,330,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161554,"5,924","6,732","6,621","4,506","6,767","9,074","11,523","13,915","17,263","17,020",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,161572,-,-,-,-,-,-,-,-,228,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maine,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"165,100","160,962","154,389","135,616","111,884","118,513","102,925","92,611","88,945","73,969","58,186","46,843","46,889","50,633","46,630","43,731","37,761","34,953","41,644","37,609","33,118","29,977","30,414","35,470","38,638","33,279","39,141","39,121","38,628","35,252","32,481","30,787","29,709","30,587","29,345","26,046","26,684"
Maryland,Total for selected values,"4,121,095","3,784,140","3,721,316","3,586,779","3,570,696","3,446,344","3,373,931","3,359,741","3,482,218","3,266,293","3,206,500","2,943,862","2,783,189","2,842,794","2,746,911","2,707,181","2,502,211","2,338,482","2,072,643","1,931,001","1,816,646","1,767,048","1,722,543","1,700,195","1,682,531","1,670,832","1,678,429","1,663,173","1,628,650","1,522,075","1,496,499","1,352,839","1,274,532","1,095,504","998,306","900,879","820,661","776,937","736,418","753,369","747,348","314,791","312,401","302,442","301,303","289,359","282,656"
Maryland,161873,"11,084","9,585","6,347","5,473","4,793","4,813","5,354","5,556","6,058","4,400",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,162007,"1,701","1,670","1,680","1,819","1,429","1,698","1,397","1,739","1,947",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,162061,-,-,-,-,-,-,-,-,680,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,162584,-,-,-,-,-,-,-,-,699,542,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,162654,-,-,-,-,-,-,-,-,277,505,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,162928,"2,597,238","2,416,268","2,373,646","2,294,982","2,200,312","2,162,885","2,131,165","2,106,185","2,186,454","2,085,599",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163046,-,-,-,-,-,-,-,-,802,674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163259,-,"431,431","395,463","371,811","379,521","396,671","421,910","433,228","417,522","389,172",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163268,"71,782","64,906","65,222","66,235","65,549","65,425","70,580","74,993","93,415","90,683",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163286,-,"490,929","508,471","509,171","482,589","467,835","483,512","502,406","504,883","469,683",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163295,-,-,-,-,-,-,-,-,474,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163338,"6,350","4,487","6,858","7,788","9,257","8,663","8,674","7,309","8,830","9,044",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163453,"11,798","11,798","13,875","14,846","12,957","15,162","15,208","17,751","13,049","13,322",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163851,"8,340","8,280","7,162","7,998","7,596","7,642","6,839","6,891","1,888","3,645",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163912,-,-,-,-,-,-,-,-,435,356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,163921,-,-,-,-,-,-,"1,753",-,723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,164076,"3,047","2,900","2,625","2,174","3,009","2,891","2,752","2,599","3,643","3,176",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,164137,"371,500","279,966","276,401","241,850","344,668","253,172","161,399","143,250","178,728","139,554",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,164155,"12,126","12,764","12,544","10,737","9,170","10,476","10,629","9,610","10,745","11,542",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maryland,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"3,206,500","2,943,862","2,783,189","2,842,794","2,746,911","2,707,181","2,502,211","2,338,482","2,072,643","1,931,001","1,816,646","1,767,048","1,722,543","1,700,195","1,682,531","1,670,832","1,678,429","1,663,173","1,628,650","1,522,075","1,496,499","1,352,839","1,274,532","1,095,504","998,306","900,879","820,661","776,937","736,418","753,369","747,348","314,791","312,401","302,442","301,303","289,359","282,656"
Maryland,No match or exact match for IPEDS UnitID,"1,026,128","49,156","51,023","51,894","49,848","49,010","52,757","48,224","50,966","44,397",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,Total for selected values,"3,833,114","3,686,493","3,638,961","3,584,097","3,505,740","3,376,272","3,471,835","3,214,549","3,005,830","2,861,210","2,742,308","2,541,475","2,472,640","2,487,908","2,505,356","2,457,594","2,303,105","2,093,947","1,978,921","1,903,471","1,835,593","1,790,868","1,736,394","1,637,433","1,620,508","1,633,199","1,626,700","1,543,534","1,466,162","1,429,463","1,431,435","1,357,006","1,278,782","1,225,539","1,130,465","1,062,671","1,004,346","968,753","963,830","914,485","889,818","833,033","793,754","761,465","743,489","740,474","754,777"
Massachusetts,164368,-,884,939,944,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,164465,"5,631","4,403","3,770","4,021","4,210","4,155","6,167","5,448","4,712","3,775",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,164580,"1,643","1,741","1,713","1,990",-,-,-,-,709,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,164739,-,-,521,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,164924,"55,156","51,784","53,811","51,418","45,578","47,959","49,828","51,442","53,255","52,582",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,164988,"475,574","439,667","390,335","373,741","370,590","354,290","361,929","334,496","362,742","367,095",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,165015,"54,149","55,969","63,398","69,321","71,286","72,330","74,748","74,660","76,325","73,879",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,165024,-,-,-,-,-,-,-,-,531,611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,165334,"9,074","7,553","7,831","6,580","6,728","5,949","5,595","7,260","6,993","7,399",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,165662,"1,019","1,870","1,378","1,052","1,232",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,165820,-,-,-,-,-,-,-,-,-,181,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,165866,-,149,"1,761",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166018,-,-,-,-,-,-,-,507,"1,559",592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166027,"1,103,671","1,065,443","1,040,462","1,016,904","967,426","900,825","995,298","799,432","662,236","606,968",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166124,-,-,-,-,-,-,-,-,975,"1,327",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166513,"74,777","65,619","64,547","64,657","67,168","62,298","62,047","60,624","61,164","61,747",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166610,"203,994","185,599","179,797","200,477","206,694","212,207","194,813","204,352","202,587","189,101",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166629,"198,683","191,719","194,923","202,555","204,127","193,093","187,449","194,775","184,774","175,986",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166638,"55,211","55,819","64,864","60,625","59,524","59,014","59,339","60,086","58,134","58,699",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166656,-,-,667,-,-,-,-,-,-,241,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166665,"4,376","4,811","4,070","4,927","4,825","5,666","3,555","3,173",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166683,"898,674","875,635","881,920","893,154","888,186","875,789","884,992","824,130","737,489","704,540",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166708,"250,611","248,989","259,276","238,920","238,898","233,284","241,681","256,090","267,753","241,429",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166850,-,723,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166869,"3,677","3,022","2,114","2,405","3,751",-,-,-,619,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,166939,"2,652","2,749","3,367","3,212","3,651","3,734","3,064","3,323","3,381","2,901",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,167093,"1,089",932,-,925,"1,028","1,190","2,135","2,237","1,785","1,516",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,167181,-,-,-,-,-,-,-,-,271,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,167358,"163,804","151,377","131,868","121,811","117,298","112,119","114,086","107,862","88,447","83,184",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,167783,-,-,-,-,-,-,-,-,633,458,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,167835,"5,378","5,406","5,609","4,216","5,027","4,131","4,161","4,246","4,616","4,800",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,167987,"24,959","24,177","24,180","25,321","25,552","27,217","26,855","22,732","26,136","26,766",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,168005,-,-,"1,555","1,408","1,245","1,480","1,524","1,303","1,655",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,168148,"189,876","193,823","206,960","178,492","160,622","155,117","153,825","160,922","159,395","162,423",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,168218,"7,843","10,469","9,566","11,011","9,157","9,768","8,956","8,439","7,381","8,763",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,168254,-,-,565,"1,219",-,-,-,483,"1,132",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,168281,-,-,-,-,-,-,-,-,244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,168342,"4,619","5,000","4,842","5,425","5,419","4,282","3,790","4,518","4,600","4,881",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,168421,"35,501","30,025","30,911","35,703","34,479","28,867","24,862","20,232","22,562","19,366",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,441982,"1,473","1,139","1,439","1,663","2,038","1,506","1,137","1,777","1,035",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Massachusetts,IPEDS UnitID not collected before 2010,-,-,-,-,-,-,-,-,-,-,"2,742,308","2,541,475","2,472,640","2,487,908","2,505,356","2,457,594","2,303,105","2,093,947","1,978,921","1,903,471","1,835,593","1,790,868","1,736,394","1,637,433","1,620,508","1,633,199","1,626,700","1,543,534","1,466,162","1,429,463","1,431,435","1,357,006","1,278,782","1,225,539","1,130,465","1,062,671","1,004,346","968,753","963,830","914,485","889,818","833,033","793,754","761,465","743,489","740,474","754,777"
Michigan,Total for selected values,"2,573,941","2,525,526","2,466,040","2,330,210","2,227,369","2,163,258","2,227,978","2,219,505","2,202,977","2,113,689","1,961,338","1,794,032","1,733,843","1,733,382","1,757,163","1,741,637","1,738,314","1,522,344","1,389,429","1,290,917","1,206,697","1,172,508","1,140,188","1,113,412","1,084,905","1,044,951","1,023,545","969,081","916,240","831,292","796,714","745,579","698,050","616,610","554,180","537,880","490,508","461,114","510,296","513,182","516,621","478,469","439,415","437,658","428,625","395,527","448,365"
Michigan,168546,926,958,995,-,-,-,-,-,814,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,168740,"1,002",-,-,-,-,-,-,-,870,"1,243",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,169080,"1,404","1,759","1,349","1,708","2,319","2,943","3,406","3,252","3,173","5,213",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,169248,"15,225","14,180","13,573","13,372","12,291","14,482","12,657","10,907","8,837","7,786",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,169716,"4,638","4,181","2,546","3,449","1,796","1,273",-,970,"1,490","1,194",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,169798,"6,388","5,993","5,819","3,601","1,681","1,377","3,074","12,437","11,866","14,705",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,169983,"1,571","2,298","3,921","3,269","3,505","3,392","3,390","4,059","5,185","7,158",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,170082,"5,869","6,327","6,408","6,385","7,112","7,907","9,043","7,814","6,552","5,248",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,170301,"2,444","2,887","2,988","2,654","2,798","2,909","3,498","3,376","4,265","3,742",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,170532,-,-,-,-,-,-,-,-,501,786,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,170639,-,575,988,981,"1,117",-,-,-,766,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,170675,"1,204","1,515","1,799","1,800","2,412","1,809","1,987","1,483","3,412","4,112",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,170976,"1,491,880","1,453,619","1,417,476","1,355,976","1,306,704","1,301,372","1,351,399","1,322,711","1,303,656","1,232,377",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,171100,"646,059","649,497","643,751","579,007","532,737","508,204","506,812","507,061","462,960","448,830",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,171128,"71,614","71,441","66,355","68,472","66,426","66,094","69,470","71,989","71,433","66,040",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,171137,"7,846","7,350","7,703","7,461","7,445","7,886","6,728","6,015","7,699","7,053",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,171146,"1,289","1,123","1,358",-,-,-,-,-,782,721,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,171456,"1,353","1,569","1,240","1,055",-,-,-,-,857,947,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,171571,"16,026","12,546","13,489","15,105","16,326","14,657","16,478","18,194","16,172","13,376",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,172051,"2,509","1,489","1,302","1,123","1,164",-,923,"1,094","1,273",908,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,172644,"217,413","216,888","210,961","209,126","204,104","210,682","220,462","227,070","264,880","264,791",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Michigan,172699,"22,319","19,235","20,725","17,867","18,780","18,270","18,652","21,073","25,531","27,459",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
